Id,Name,Year,Genre,DirectedBy,ProducedBy,Music,StoryBy,Company
movie-8260,"Big Steal, The",1949,Crime,Don Siegel,Jack J. Gross,Leigh Harline,Daniel Mainwaring,RKO Radio Pictures
movie-8261,"Big Trail, The",1930,Adventure,Raoul Walsh,Winfield R. Sheehan,R.H. Bassett,Hal G. Evarts,Fox Film Corporation
movie-8262,"Big Valley, The",1965,Western,Virgil W. Vogel,Arthur Gardner,George Duning,A.I. Bezzerides,American Broadcasting Company (ABC)
movie-8263,"Birth of a Nation, The",1915,Drama,D.W. Griffith,D.W. Griffith,Joseph Carl Breil,Thomas Dixon Jr,Epoch Producing Corporation
movie-8264,"Bishop's Wife, The",1947,Comedy,Henry Koster,Samuel Goldwyn,Hugo Friedhofer,Robert E. Sherwood,RKO Radio Pictures
movie-8265,"Bitter Tea of General Yen, The",1933,Drama,Frank Capra,Frank Capra,W. Franke Harling,Grace Zaring Stone,Columbia Pictures
movie-8266,"Black Adder, The",1983,Comedy,Martin Shardlow,John Lloyd,Howard Goodall,Rowan Atkinson,British Broadcasting Corporation (BBC)
movie-8267,"Black Balloon, The",2008,Drama,Elissa Down,Sally Ayre-Smith,Michael Yezerski,Elissa Down,Hoyts Distribution
movie-8268,"Black Cat, The",1934,Horror,Edgar G. Ulmer,E.M. Asher,Heinz Roemheld,Edgar Allan Poe,Universal Pictures
movie-8269,"Black Donnellys, The",2007,Crime,Paul Haggis,Paul Haggis,Mark Isham,Paul Haggis,National Broadcasting Company (NBC)
movie-8270,"Black Hole, The",1979,Action,Gary Nelson,Ron Miller,John Barry,Jeb Rosebrook,Buena Vista Distribution Company
movie-8271,"Black Keys: Howlin' for You, The",2011,Short,Chris Marrs Piliero,David Bither,Keys The Black,Chris Marrs Piliero,Nonesuch Records
movie-8272,"Black Stallion, The",1979,Adventure,Carroll Ballard,Francis Ford Coppola,Carmine Coppola,Melissa Mathison,United Artists
movie-8273,"Black Swan, The",1942,Action,Henry King,Robert Bassler,Alfred Newman,Ben Hecht,Twentieth Century Fox Film Corporation
movie-8274,"Blacklist, The",2013,Crime,Michael W. Watkins,Lukas Reiter,Dave Porter,Jon Bokenkamp,National Broadcasting Company (NBC)
movie-8275,"Bletchley Circle, The",2012,Crime,Andy De Emmony,Jake Lushington,Nick Green,Guy Burt,Independent Television (ITV)
movie-8276,"Blind Side, The",2009,Biography,John Lee Hancock,Timothy M. Bourne,Carter Burwell,John Lee Hancock,Columbia TriStar Warner Filmes de Portugal
movie-8277,"Blue Dahlia, The",1946,Crime,George Marshall,John Houseman,Victor Young,Raymond Chandler,Paramount Pictures
movie-8278,"Blue Elephant, The",2014,Drama,Marwan Hamed,Kamel Abo-Ali,Hesham Nazih,Ahmed Mourad,Arabia Cinema Production & Distribution
movie-8279,"Blue Gardenia, The",1953,Crime,Fritz Lang,Alex Gottlieb,Raoul Kraushaar,Charles Hoffman,Warner Bros.
movie-8280,"Blue Max, The",1966,Adventure,John Guillermin,Christian Ferry,Jerry Goldsmith,Jack Hunter,Twentieth Century Fox Film Corporation
movie-8281,"Blue Planet, The",2001,Documentary,Alastair Fothergill,Martha Holmes,George Fenton,David Attenborough,British Broadcasting Corporation (BBC)
movie-8282,"Blue Umbrella, The",2013,Animation,Saschka Unseld,Marc S. Greenberg,Jon Brion,Saschka Unseld,Walt Disney Studios Japan
movie-8283,"Blue and the Gray, The",1982,Drama,Andrew V. McLaglen,Hugh Benson,Bruce Broughton,John Leekley,Columbia Broadcasting System (CBS)
movie-8284,"Boot, Das",1981,Adventure,Wolfgang Petersen,Michael Bittins,Klaus Doldinger,Wolfgang Petersen,Neue Constantin Film
movie-8285,"Boat That Rocked, The",2009,Comedy,Richard Curtis,Hilary Bevan Jones,Hans Zimmer,Richard Curtis,Alliance Films
movie-8286,"Bob Newhart Show, The",1972,Comedy,Peter Bonerz,Michael Zinberg,Patrick Williams,David Davis,Columbia Broadcasting System (CBS)
movie-8287,"Body Snatcher, The",1945,Film-Noir,Robert Wise,Jack J. Gross,Roy Webb,Robert Louis Stevenson,RKO Radio Pictures
movie-8288,"Bone Collector, The",1999,Crime,Phillip Noyce,Martin Bregman,Craig Armstrong,Jeffery Deaver,Universal Pictures
movie-8289,"Book Thief, The",2013,Drama,Brian Percival,Ken Blancato,John Williams,Markus Zusak,20th Century Fox Netherlands
movie-8290,"Book of Daniel, The",2013,Drama,Anna Zielinski,Chuck Konzelman,Will Musser,Chuck Konzelman,Pure Flix Entertainment
movie-8291,"Book of Eli, The",2010,Action,Albert Hughes,Brad Arensman,Atticus Ross,Gary Whitta,Warner Bros.
movie-8292,"Book of Life, The",2014,Animation,Jorge R. Guti?rrez,Aaron Berger,Gustavo Santaolalla,Jorge R. Guti?rrez,20th Century Fox
movie-8293,"Boondock Saints, The",1999,Action,Troy Duffy,Ashok Amritraj,Jeff Danna,Troy Duffy,Indican Pictures
movie-8294,"Boondocks, The",2005,Animation,Seung Eun Kim,Rodney Barnes,Jonathan Jackson,Aaron McGruder,Cartoon Network
movie-8295,"Booth at the End, The",2011,Drama,Jessica Landaw,Noel Bright,Tree Adams,Christopher Kubasik,Citytv
movie-8296,"Borgias, The",2011,Crime,Neil Jordan,James Flynn,Trevor Morris,Neil Jordan,Showtime Networks
movie-8297,"Boston Strangler, The",1968,Crime,Richard Fleischer,James Cresson,Lionel Newman,Edward Anhalt,Twentieth Century Fox Film Corporation
movie-8298,"Bourne Identity, The",2002,Action,Doug Liman,Patrick Crowley,John Powell,Tony Gilroy,Universal Pictures
movie-8299,"Bourne Legacy, The",2012,Action,Tony Gilroy,Patrick Crowley,James Newton Howard,Tony Gilroy,B&H Film Distribution
movie-8300,"Bourne Supremacy, The",2004,Action,Paul Greengrass,Patrick Crowley,John Powell,Robert Ludlum,Universal Studios
movie-8301,"Bourne Ultimatum, The",2007,Action,Paul Greengrass,Zakaria Alaoui,John Powell,Tony Gilroy,Bontonfilm
movie-8302,"Box of Delights, The",1984,Family,Renny Rye,John Bird,Roger Limb,John Masefield,Facets Multimedia Distribution
movie-8303,"Boxer, The",1997,Drama,Jim Sheridan,Nye Heron,Gavin Friday,Jim Sheridan,MCA/Universal Pictures
movie-8304,"Boxtrolls, The",2014,Animation,Graham Annable,David Bleiman Ichioka,Dario Marianelli,Irena Brignull,CJ CGV Viet Nam
movie-8305,"Boy Friend, The",1971,Comedy,Ken Russell,Harry Benn,Peter Maxwell Davies,Ken Russell,MGM-EMI
movie-8306,"Boy in the Striped Pyjamas, The",2008,Drama,Mark Herman,Rosie Alison,James Horner,John Boyne,Walt Disney Studios Motion Pictures
movie-8307,"Boys Are Back, The",2009,Drama,Scott Hicks,Jessica Beiler,Hal Lindes,Simon Carr,Alfa Films
movie-8308,"Boys from Brazil, The",1978,Sci-Fi,Franklin J. Schaffner,Robert Fryer,Jerry Goldsmith,Ira Levin,Twentieth Century Fox Film Corporation
movie-8309,"Boys in Company C, The",1978,Drama,Sidney J. Furie,Raymond Chow,Jaime Mendoza-Nava,Rick Natkin,Columbia Pictures
movie-8310,"Boys of St. Vincent, The",1992,Drama,John N. Smith,Martine Allard,Neil Smolar,Sam Grana,PRO-FUN media Filmverleih
movie-8311,"Brady Bunch, The",1969,Comedy,Oscar Rudolph,Sherwood Schwartz,Frank De Vol,Sherwood Schwartz,Paramount Television
movie-8312,"Bravados, The",1958,Drama,Henry King,Herbert B. Swope Jr.,Lionel Newman,Philip Yordan,Twentieth Century Fox Film Corporation
movie-8313,"Brave Little Toaster, The",1987,Animation,Jerry Rees,Willard Carroll,David Newman,Jerry Rees,Hyperion Pictures
movie-8314,"Brave One, The",2007,Crime,Neil Jordan,Aaron Auch,Dario Marianelli,Roderick Taylor,Warner Bros.
movie-8315,"Breakfast Club, The",1985,Comedy,John Hughes,Gil Friesen,Keith Forsey,John Hughes,Universal Pictures
movie-8316,"Breaking Point, The",2014,Action,James C. Hunter,Rodney Luis Aquino,Moises Shephard,James C. Hunter,Peacock Films
movie-8317,"Bride Came C.O.D., The",1941,Comedy,William Keighley,William Cagney,Max Steiner,Kenneth Earl,Warner Bros.
movie-8318,"Brides of Dracula, The",1960,Horror,Terence Fisher,Michael Carreras,Malcolm Williamson,Jimmy Sangster,J. Arthur Rank Film Distributors
movie-8319,"Bron/Broen",2011,Crime,Henrik Georgsson,Lars Blomgren,Patrik Andr?n,Camilla Ahlgren,Filmlance International AB
movie-8320,"Bridge at Remagen, The",1969,Action,John Guillermin,Julian Ludwig,Elmer Bernstein,Richard Yates,United Artists
movie-8321,"Bridge on the River Kwai, The",1957,Adventure,David Lean,Sam Spiegel,Malcolm Arnold,Pierre Boulle,Columbia Pictures
movie-8322,"Bridges at Toko-Ri, The",1954,Drama,Mark Robson,William Perlberg,Lyn Murray,Valentine Davies,Paramount Pictures
movie-8323,"Bridges of Madison County, The",1995,Drama,Clint Eastwood,Clint Eastwood,Lennie Niehaus,Richard LaGravenese,Warner Bros.
movie-8324,"Brink, The",2015,Comedy,Michael Lehmann,Roberto Benabib,David Robbins,Kim Benabib,Home Box Office (HBO)
movie-8325,"Brittas Empire, The",1991,Comedy,Mike Stephens,Mike Stephens,Frank Renton,Richard Fegen,British Broadcasting Corporation (BBC)
movie-8326,"Broken Circle Breakdown, The",2012,Drama,Felix van Groeningen,Arnold Heslenfeld,Bjorn Eriksson,Johan Heldenbergh,Bodega Films
movie-8327,"Broken Hearts Club: A Romantic Comedy, The",2000,Comedy,Greg Berlanti,Connie Dolph,Christophe Beck,Greg Berlanti,Sony Pictures Entertainment (SPE)
movie-8328,"Bronx Is Burning, The",2007,Drama,Jeremiah S. Chechik,Dan Bowen,Tree Adams,James D. Solomon,Entertainment & Sports Programming Network (ESPN)
movie-8329,"Brood, The",1979,Horror,David Cronenberg,Pierre David,Howard Shore,David Cronenberg,New World-Mutual
movie-8330,"Brooke Ellison Story, The",2004,Biography,Christopher Reeve,John J. Anderson,Lee Holdridge,Brooke Ellison,A&E Television Networks
movie-8331,"Brother from Another Planet, The",1984,Comedy,John Sayles,Peggy Rajski,Martin Brody,John Sayles,Cinecom Pictures
movie-8332,"Brothers Bloom, The",2008,Adventure,Rian Johnson,Ram Bergman,Nathan Johnson,Rian Johnson,A-Film Distribution
movie-8333,"Brothers McMullen, The",1995,Comedy,Edward Burns,Bill Baldwin,Seamus Egan,Edward Burns,Fox Searchlight Pictures
movie-8334,"Buccaneers, The",1995,Adventure,Philip Saville,Rebecca Eaton,Colin Towns,Maggie Wadey,Atlantic Film
movie-8335,"Bucket List, The",2007,Adventure,Rob Reiner,Frank Capra III,Marc Shaiman,Justin Zackham,Blitz
movie-8336,"Buddy Holly Story, The",1978,Biography,Steve Rash,Frances Avrut-Bauer,Joe Renzetti,Alan Swyer,Columbia Pictures
movie-8337,"Bugs Bunny Show, The",1960,Animation,Friz Freleng,Friz Freleng,Milt Franklyn,Friz Freleng,American Broadcasting Company (ABC)
movie-8338,"Bugs Bunny and Tweety Show, The",1986,Animation,Friz Freleng,Jim Champin,Milt Franklyn,Michael Maltese,American Broadcasting Company (ABC)
movie-8339,"Bugs Bunny/Road-Runner Movie, The",1979,Animation,Chuck Jones,Chuck Jones,Dean Elliott,Michael Maltese,Warner Bros.
movie-8340,"Bullwinkle Show, The",1961,Animation,William T. Hurtz,Ponsonby Britt,Dennis Farnon,Chris Jenkyns,National Broadcasting Company (NBC)
movie-8341,"Buried Life, The",2010,Documentary,Brad Tiemann,Dave Lingwood,Adam Malka,Dave Lingwood,MTV Networks
movie-8342,"Burning Bed, The",1984,Crime,Robert Greenwald,Jon Avnet,Charles Gross,Rose Leiman Goldemberg,National Broadcasting Company (NBC)
movie-8343,"Burning Plain, The",2008,Crime,Guillermo Arriaga,Ray Angelic,Omar Rodriguez-Lopez,Guillermo Arriaga,Compa??a General de la Imagen (CGI)
movie-8344,"Bound",1996,Crime,Andy Wachowski,Stuart Boros,Don Davis,Andy Wachowski,Gramercy Pictures (I)
movie-8345,"Busy World of Richard Scarry, The",1993,Animation,Marcos Da Silva,Micheline Charest,Laurent Petitgirard,Richard Scarry,Showtime Networks
movie-8346,"Butcher Boy, The",1997,Comedy,Neil Jordan,Neil Jordan,Elliot Goldenthal,Pat McCabe,Galway Film Fleadh
movie-8347,"Butterfly Circus, The",2009,Short,Joshua Weigel,Angie Alvarez,Tim Williams,Joshua Weigel,Doorpost Film Project
movie-8348,"Butterfly Effect, The",2004,Sci-Fi,Eric Bress,Chris Bender,Mike Suby,J. Mackye Gruber,New Line Cinema
movie-8349,"Cabin in the Woods, The",2012,Horror,Drew Goddard,Jason Clark,David Julyan,Joss Whedon,AcmeFilm
movie-8350,"Caine Mutiny, The",1954,Drama,Edward Dmytryk,Stanley Kramer,Max Steiner,Stanley Roberts,Columbia Pictures
movie-8351,"Call of Cthulhu, The",2005,Fantasy,Andrew Leman,Sean Branney,Chad Fifer,H.P. Lovecraft,Microcinema International
movie-8352,"Candidate, The",1972,Comedy,Michael Ritchie,Walter Coblenz,John Rubinstein,Jeremy Larner,Warner Bros.
movie-8353,"Carol Burnett Show, The",1967,Comedy,Dave Powers,Joe Hamilton,Stan Freeman,Roger Beatty,Columbia Broadcasting System (CBS)
movie-8354,"Carrie Diaries, The",2013,Comedy,Amy Heckerling,Dan Etheridge,Mark Mothersbaugh,Candace Bushnell,Dlife
movie-8355,"Case-Book of Sherlock Holmes, The",1991,Crime,Tim Sullivan,Michael Cox,Patrick Gowers,Arthur Conan Doyle,Elephant Films
movie-8356,"Castle, The",1997,Comedy,Rob Sitch,Debra Herman,Edmund Choi,Santo Cilauro,Ascot Elite Entertainment Group
movie-8357,"Cat Came Back, The",1988,Animation,Cordell Barker,Cordell Barker,John McCulloch,Cordell Barker,Expanded Entertainment
movie-8358,"Cat Concerto, The",1947,Animation,Joseph Barbera,Fred Quimby,Scott Bradley,William Hanna,Metro-Goldwyn-Mayer (MGM)
movie-8359,"Cat and the Canary, The",1939,Comedy,Elliott Nugent,Arthur Hornblow Jr.,Ernst Toch,Walter DeLeon,Paramount Pictures
movie-8360,"Dr. Seuss' The Cat in the Hat",2003,Adventure,Bo Welch,Brian Grazer,David Newman,Dr. Seuss,Universal Pictures
movie-8361,"Catered Affair, The",1956,Comedy,Richard Brooks,Sam Zimbalist,Andr? Previn,Paddy Chayefsky,Metro-Goldwyn-Mayer (MGM)
movie-8362,"Celluloid Closet, The",1995,Documentary,Rob Epstein,Wendy Braitman,Carter Burwell,Vito Russo,Avanti Films
movie-8363,"Cement Garden, The",1993,Drama,Andrew Birkin,Bernd Eichinger,Ed Shearmur,Andrew Birkin,Neue Constantin Film
movie-8364,"Central Park Five, The",2012,Documentary,Ken Burns,Chris Bongirne,Doug Wamble,Ken Burns,Sundance Selects
movie-8365,"Chalk Garden, The",1964,Drama,Ronald Neame,Ross Hunter,Malcolm Arnold,John Michael Hayes,J. Arthur Rank Film Distributors
movie-8366,"Resurrecting the Champ",2007,Drama,Rod Lurie,Tom Cox,Larry Group?,Michael Bortman,Aurum Producciones
movie-8367,"Changeling, The",1980,Horror,Peter Medak,Garth H. Drabinsky,Rick Wilkins,Russell Hunter,Pan-Canadian Film Distributors
movie-8368,"Chant of Jimmie Blacksmith, The",1978,Biography,Fred Schepisi,Fred Schepisi,Bruce Smeaton,Fred Schepisi,Pan-Canadian Film Distributors
movie-8369,"Charge of the Light Brigade, The",1968,Drama,Tony Richardson,Neil Hartley,John Addison,John Osborne,United Artists
movie-8370,"Charlie Brown and Snoopy Show, The",1983,Animation,Bill Melendez,Bill Melendez,Ed Bogas,Charles M. Schulz,Columbia Broadcasting System (CBS)
movie-8371,"Chase, The",1994,Action,Adam Rifkin,Brian W. Cook,Richard Gibbs,Adam Rifkin,Twentieth Century Fox Film Corporation
movie-8372,"Cheyenne Social Club, The",1970,Comedy,Gene Kelly,James Lee Barrett,Walter Scharf,James Lee Barrett,National General Pictures
movie-8373,"Chicago Code, The",2011,Action,Lesli Linka Glatter,Nicolas Bradley,Robert Duncan,Shawn Ryan,Fox Network
movie-8374,"Children of Huang Shi, The",2008,Drama,Roger Spottiswoode,Lillian Birnbaum,David Hirschfelder,Jane Hawksley,3Rosen
movie-8375,"Make Room for Daddy",1953,Comedy,Sheldon Leonard,Sheldon Leonard,Earle Hagen,Jack Elinson,American Broadcasting Company (ABC)
movie-8376,"Chipmunk Adventure, The",1987,Animation,Janice Karman,Ross Bagdasarian Jr,Randy Edelman,Janice Karman,Samuel Goldwyn Company
movie-8377,"Chosen, The",2015,Horror,Ben Jehoshua,Max Benator,Evan Monheit,Barry Jay,Supergravity Pictures
movie-8378,"Christmas Card, The",2006,Family,Stephen Bridgewater,Jack E. Freedman,Roger Bellon,Joany Kane,Sonar Entertainment (II)
movie-8379,"Christmas Toy, The",1986,Family,Eric Till,Jim Henson,Jeff Moss,Laura Phillips,American Broadcasting Company (ABC)
movie-8380,"Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The",1944,Biography,Laurence Olivier,Dallas Bower,William Walton,William Shakespeare,Eagle-Lion Distributors Limited
movie-8381,"Chronicles of Narnia: Prince Caspian, The",2008,Action,Andrew Adamson,Andrew Adamson,Harry Gregson-Williams,Andrew Adamson,Audio Visual Entertainment
movie-8382,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,Adventure,Andrew Adamson,Andrew Adamson,Harry Gregson-Williams,Ann Peacock,Buena Vista Pictures
movie-8383,"Chronicles of Riddick, The",2004,Action,David Twohy,Camille Brown,Graeme Revell,Jim Wheat,Universal Pictures
movie-8384,"Chronicles of Riddick: Dark Fury, The",2004,Action,Peter Chung,John Kafka,Tobias Enhus,David Twohy,Argentina Video Home
movie-8385,"Chubbchubbs!, The",2002,Animation,Eric Armstrong,Jacquie Barnbrook,Chance Thomas,Jeff Wolverton,Columbia Pictures
movie-8386,"Chumscrubber, The",2005,Comedy,Arie Posin,Lawrence Bender,James Horner,Arie Posin,3L Filmverleih
movie-8387,"Cider House Rules, The",1999,Drama,Lasse Hallstr?m,Alan C. Blomquist,Rachel Portman,John Irving,Miramax
movie-8388,"Cincinnati Kid, The",1965,Drama,Norman Jewison,John Calley,Lalo Schifrin,Richard Jessup,Metro-Goldwyn-Mayer (MGM)
movie-8389,"Circus, The",1928,Comedy,Charles Chaplin,Charles Chaplin,Charles Chaplin,Charles Chaplin,United Artists
movie-8390,"Citadel, The",1938,Drama,King Vidor,Victor Saville,Louis Levy,Ian Dalrymple,Metro-Goldwyn-Mayer (MGM)
movie-8391,"Citizen, The",2012,Drama,Sam Kadi,Lisa Hamil,Christopher Brady,Jazmen Darnell Brown,Bir Film
movie-8392,"City of the Dead, The",1960,Horror,John Llewellyn Moxey,Seymour S. Dorner,Douglas Gamley,George Baxt,Britannia Films
movie-8393,"Civil War, The",1990,Documentary,Ken Burns,Ken Burns,Jay Ungar,Ken Burns,Direct Cinema Limited
movie-8394,"Class, The",2006,Comedy,James Burrows,James Burrows,Chad Fischer,David Crane,Columbia Broadcasting System (CBS)
movie-8395,"Cleaner",2007,Crime,Renny Harlin,Danny Dimbort,Richard Gibbs,Matthew Aldrich,Millennium Films
movie-8396,"Client, The",1994,Crime,Joel Schumacher,Guy Ferland,Howard Shore,John Grisham,Warner Bros.
movie-8397,"Client List, The",2012,Drama,Allan Arkush,Jennifer Love Hewitt,Marc Dauer,Jordan Budde,Amuse Soft Entertainment
movie-8398,"Clock, The",1945,Drama,Vincente Minnelli,Arthur Freed,George Bassman,Robert Nathan,Metro-Goldwyn-Mayer (MGM)
movie-8399,"Closer, The",2005,Crime,Michael M. Robin,James Duff,James S. Levine,James Duff,Turner Network Television (TNT)
movie-8400,"Cocoanuts, The",1929,Comedy,Robert Florey,James R. Cowan,Frank Tours,George S. Kaufman,Paramount Pictures
movie-8401,"Code Conspiracy, The",2002,Action,Hank Whetstone,Stephen M. Pratt,Christopher L. Stone,Hank Whetstone,Asylum
movie-8402,"Colbert Report, The",2005,Comedy,Jim Hoskinson,Stephen Colbert,Shawn K. Clement,Max Werner,Comedy Central
movie-8403,"Color Purple, The",1985,Drama,Steven Spielberg,Peter Guber,Quincy Jones,Alice Walker,Warner-Columbia Film
movie-8404,"Color of Friendship, The",2000,Biography,Kevin Hooks,Kevin Hooks,Stanley Clarke,Paris Qualles,Disney Channel
movie-8405,"Color of Money, The",1986,Drama,Martin Scorsese,Irving Axelrad,Robbie Robertson,Walter Tevis,Buena Vista Pictures
movie-8406,"Colour of Magic, The",2008,Adventure,Vadim Jean,John Brocklehurst,Paul E. Francis,Vadim Jean,RHI Entertainment
movie-8407,"Comancheros, The",1961,Action,Michael Curtiz,George Sherman,Elmer Bernstein,James Edward Grant,Twentieth Century Fox Film Corporation
movie-8408,"Comedians of Comedy, The",2005,Comedy,Michael Blieden,Michael Blieden,Michael Penn,Maria Bamford,Vitagraph Films
movie-8409,"Comedy of Terrors, The",1963,Comedy,Jacques Tourneur,Samuel Z. Arkoff,Les Baxter,Richard Matheson,American International Pictures (AIP)
movie-8410,"Comic Strip Presents..., The",1982,Comedy,Peter Richardson,Michael White,Simon Brint,Peter Richardson,British Broadcasting Corporation (BBC)
movie-8411,"Commitments, The",1991,Comedy,Alan Parker,Marc Abraham,Wilson Pickett,Roddy Doyle,Twentieth Century Fox Film Corporation
movie-8412,"Company, The",2007,Drama,Mikael Salomon,Jonas Bauer,Jeff Beal,Robert Littell,Turner Network Television (TNT)
movie-8413,"Company Men, The",2010,Drama,John Wells,Barbara A. Hall,Aaron Zigman,John Wells,Dutch FilmWorks (DFW)
movie-8414,"Company of Wolves, The",1984,Horror,Neil Jordan,Chris Brown,George Fenton,Angela Carter,ITC
movie-8415,"Confession, The",2013,Drama,Michael Landon Jr.,Brian Bird,Lee Holdridge,Brian Bird,Affirm Films
movie-8416,"Conjuring, The",2013,Horror,James Wan,Katherine E. Beyda,Joseph Bishara,Chad Hayes,20th Century Fox
movie-8417,"Conspirator, The",2010,Crime,Robert Redford,Brian Falk,Mark Isham,James D. Solomon,Roadside Attractions
movie-8418,"Constant Gardener, The",2005,Drama,Fernando Meirelles,Jeff Abberley,Alberto Iglesias,Jeffrey Caine,Focus Features
movie-8419,"Contender, The",2000,Drama,Rod Lurie,Stephanie Antosca,Larry Group?,Rod Lurie,DreamWorks Distribution
movie-8420,"Conversation, The",1974,Drama,Francis Ford Coppola,Francis Ford Coppola,David Shire,Francis Ford Coppola,Paramount Pictures
movie-8421,"Cook, the Thief, His Wife & Her Lover, The",1989,Crime,Peter Greenaway,Pascale Dauman,Michael Nyman,Peter Greenaway,Svensk Filmindustri (SF)
movie-8422,"Cooler, The",2003,Drama,Wayne Kramer,Andrew Busey,Mark Isham,Frank Hannah,1More Film
movie-8423,"Corn Is Green, The",1945,Drama,Irving Rapper,Jack Chertok,Max Steiner,Frank Cavett,Warner Bros.
movie-8424,"Corporation, The",2003,Documentary,Mark Achbar,Mark Achbar,Leonard J. Paul,Joel Bakan,Against Gravity
movie-8425,"Count of Monte Cristo, The",2002,Action,Kevin Reynolds,Gary Barber,Ed Shearmur,Alexandre Dumas p?re,Buena Vista International Italia
movie-8426,"Count of Monte-Cristo, The",1975,Adventure,David Greene,Norman Rosemont,Allyn Ferguson,Sidney Carroll,National Broadcasting Company (NBC)
movie-8427,"Counterfeit Traitor, The",1962,Drama,George Seaton,William Perlberg,Alfred Newman,Alexander Klein,Paramount Pictures
movie-8428,"Country Girl, The",1954,Drama,George Seaton,William Perlberg,Victor Young,Clifford Odets,Paramount Pictures
movie-8429,"Courageous Heart of Irena Sendler, The",2009,Biography,John Kent Harrison,Chris Grabowski,Jan A.P. Kaczmarek,John Kent Harrison,Columbia Broadcasting System (CBS)
movie-8430,"Court Jester, The",1955,Adventure,Melvin Frank,Melvin Frank,Walter Scharf,Norman Panama,Paramount Pictures
movie-8431,"Cove, The",2009,Documentary,Louie Psihoyos,Olivia Ahnemann,J. Ralph,Mark Monroe,Lionsgate
movie-8432,"Cowboys, The",1972,Adventure,Mark Rydell,Mark Rydell,John Williams,William Dale Jennings,Warner Bros.
movie-8433,"Crazies, The",2010,Horror,Breck Eisner,Michael Aguilar,Mark Isham,Scott Kosar,Overture Films
movie-8434,"Crazy Ones, The",2013,Comedy,Jason Winer,Bill D'Elia,Orr Rebhun,David E. Kelley,Columbia Broadcasting System (CBS)
movie-8435,"Crimson Field, The",2014,Drama,Richard Clark,Sarah Barton,Rob Lane,Sarah Phelps,British Broadcasting Corporation (BBC)
movie-8436,"Crimson Permanent Assurance, The",1983,Adventure,Terry Gilliam,<none>,John Du Prez,Terry Gilliam,United International Pictures (UIP)
movie-8437,"Crimson Petal and the White, The",2011,Drama,Marc Munden,Joanie Blaikie,Cristobal Tapia de Veer,Lucinda Coxon,British Broadcasting Corporation (BBC)
movie-8438,"Crimson Pirate, The",1952,Action,Robert Siodmak,Norman Deming,William Alwyn,Roland Kibbee,Warner Bros.
movie-8439,"Critic, The",1994,Animation,Bret Haaland,James L. Brooks,Alf Clausen,Al Jean,Columbia TriStar Domestic Television
movie-8440,"Croods, The",2013,Animation,Kirk De Micco,Kristine Belson,Alan Silvestri,Chris Sanders,20th Century Fox Home Entertainment
movie-8441,"Crow, The",1994,Action,Alex Proyas,Sherman L. Baldwin,Graeme Revell,James O'Barr,Miramax
movie-8442,"Crowd, The",1928,Drama,King Vidor,Irving Thalberg,Carl Davis,King Vidor,Metro-Goldwyn-Mayer (MGM)
movie-8443,"Crucible, The",1996,Drama,Nicholas Hytner,Mitchell Levin,George Fenton,Arthur Miller,Twentieth Century Fox Film Corporation
movie-8444,"Cruel Sea, The",1953,Drama,Charles Frend,Michael Balcon,Alan Rawsthorne,Nicholas Monsarrat,General Film Distributors (GFD)
movie-8445,"Crying Game, The",1992,Crime,Neil Jordan,Paul Cowan,Anne Dudley,Neil Jordan,Miramax
movie-8446,"Crystal Maze, The",1990,Adventure,David G. Croft,Malcolm Heyworth,Zack Laurence,Jacques Antoine,Challenge TV
movie-8447,"Culture High, The",2014,Documentary,Brett Harvey,Sheila Azevedo,Steve Badach,Michael Bobroff,Breakthrough Entertainment
movie-8448,"Cure",1997,Crime,Kiyoshi Kurosawa,Tetsuya Ikeda,Gary Ashiya,Kiyoshi Kurosawa,Daiei Motion Picture Company
movie-8449,"Curious Case of Benjamin Button, The",2008,Drama,David Fincher,Ce?n Chaffin,Alexandre Desplat,Eric Roth,Paramount Pictures
movie-8450,"Curse of Frankenstein, The",1957,Horror,Terence Fisher,Michael Carreras,James Bernard,Jimmy Sangster,Warner Bros.
movie-8451,"Curse of the Cat People, The",1944,Drama,Gunther von Fritsch,Val Lewton,Roy Webb,DeWitt Bodeen,RKO Radio Pictures
movie-8452,"Curse of the Were-Rabbit, The",2005,Animation,Steve Box,Claire Jennings,Julian Nott,Steve Box,DreamWorks Distribution
movie-8453,"Curse of the Werewolf, The",1961,Drama,Terence Fisher,Michael Carreras,Benjamin Frankel,Anthony Hinds,J. Arthur Rank Film Distributors
movie-8454,"Cutting Edge, The",1992,Drama,Paul Michael Glaser,Robert W. Cort,Patrick Williams,Tony Gilroy,Metro-Goldwyn-Mayer (MGM)
movie-8455,"Cutting Edge: The Magic of Movie Editing, The",2004,Documentary,Wendy Apple,Wendy Apple,Nic. tenBroek,Mark Jonathan Harris,Starz! Encore Entertainment
movie-8456,"DUFF, The",2015,Comedy,Ari Sandel,Steven Bello,Dominic Lewis,Josh A. Cagan,Capelight Pictures
movie-8457,"Da Vinci Code, The",2006,Mystery,Ron Howard,Dan Brown,Hans Zimmer,Akiva Goldsman,Sony Pictures Entertainment (SPE)
movie-8458,"Daily Show, The",1996,Comedy,Chuck O'Neil,Justin Melkmann,Mikel Giffin,J.R. Havlan,Comedy Central
